CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449,1598,1851,0.97,1679,42,0.56,0.46
720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028,799,5229,0.82,1002,22,0.57,0.13
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214,1998,16216,0.83,1344,21,1.10,0.11
712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393,1423,14970,1.64,1461,42,0.75,0.09
708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.74,760,21,0.62,0.63
718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871,1687,6184,1.24,1428,22,1.44,0.21
720707283,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288,866,4422,0.87,1777,42,0.75,0.16
771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376,2006,9370,0.62,1302,27,0.80,0.18
748326258,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302,1632,10670,1.51,1483,41,0.52,0.13
770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516,1679,32837,0.62,1060,27,0.50,0.05
779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516,1468,33048,0.51,1330,32,0.68,0.04
711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514,1580,8934,0.50,1229,27,0.80,0.15
719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.71,886,27,0.42,0.00
711551958,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.69,844,24,0.50,0.00
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1779,840,1.26,1450,37,0.95,0.68
820596183,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407,2395,22012,1.07,2311,48,0.71,0.10
715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377,1649,728,0.93,1378,26,1.17,0.69
710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516,1359,33157,1.33,1033,26,1.36,0.04
805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086,2207,8879,0.87,1523,40,1.11,0.20
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432,2517,8915,0.62,1374,37,0.76,0.22
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258,1721,11537,0.91,1080,21,1.33,0.13
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571,1955,616,0.53,1234,24,0.71,0.76
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781,1168,4613,0.64,1600,32,0.46,0.20
770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872,2509,5363,0.97,1155,32,0.88,0.32
794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516,1202,33314,0.60,1353,33,0.74,0.04
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127,1835,9292,2.37,1546,25,1.27,0.17
758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1603,254,0.58,1590,43,1.26,0.86
714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913,1272,641,1.01,1448,22,1.00,0.67
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839,2295,1544,0.57,1271,24,0.71,0.60
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115,1141,974,0.62,1223,20,0.54,0.54
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.86,1117,29,1.07,0.47
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756,1789,25967,0.75,994,24,0.85,0.06
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.63,0.00
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878,2222,11656,0.85,1658,38,0.36,0.16
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106,1304,1802,0.60,1368,38,0.41,0.42
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516,1666,32850,0.61,1218,18,0.80,0.05
772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.84,702,12,0.71,0.71
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1.73,1516,21,2.00,0.09
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207,1748,3459,1.07,1310,26,1.00,0.34
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965,1644,16321,0.92,1767,50,0.92,0.09
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733,1819,914,0.77,933,25,0.92,0.67
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863,1301,7562,1.21,1512,27,1.46,0.15
720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.72,829,17,0.70,0.99
787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516,0,34516,0.48,1120,27,0.35,0.00
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107,1222,9885,0.54,1506,33,0.94,0.11
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573,1585,19988,0.62,1384,36,2.27,0.07
710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859,2517,342,0.99,817,30,0.67,0.88
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269,1475,3794,1.15,2094,25,0.67,0.28
821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.73,815,21,0.62,0.00
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387,0,3387,0.79,510,24,0.60,0.00
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982,1289,693,0.94,1377,49,0.69,0.65
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645,1650,2995,0.91,1193,33,0.65,0.36
713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189,1666,523,0.34,1287,36,0.64,0.76
712125258,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,0,2442,0.98,701,19,0.73,0.00
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304,1532,19772,1.02,1770,25,0.92,0.07
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577,2480,5097,0.44,1409,35,0.17,0.33
710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234,1486,1748,0.87,1354,28,0.65,0.46
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469,1125,3344,1.36,1765,34,1.62,0.25
719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910,709,2201,0.54,1192,27,0.59,0.24
772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616,1054,2562,0.62,687,17,0.55,0.29
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252,1495,1757,0.58,1227,15,0.88,0.46
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358,1152,1206,0.97,1737,26,1.60,0.49
715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322,953,21369,0.77,1348,34,1.13,0.04
799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133,1510,1623,0.61,1435,38,0.46,0.48
714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540,849,2691,0.46,1321,28,0.75,0.24
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990,1378,5612,0.73,1479,29,0.61,0.20
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516,1652,32864,0.85,1283,39,1.29,0.05
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.04,689,23,0.35,0.00
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396,1171,23225,0.66,965,17,1.13,0.05
778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474,2143,331,1.53,1541,40,1.00,0.87
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.71,1258,23,1.30,0.15
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207,1650,3557,0.71,1339,20,0.54,0.32
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512,1082,8430,0.70,1007,22,1.44,0.11
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187,2430,757,0.62,1387,33,1.36,0.76
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353,0,3353,1.02,960,18,0.39,0.00
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290,1434,856,0.92,1119,18,3.50,0.63
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279,1115,4164,0.55,1642,41,0.52,0.21
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603,0,23603,0.80,1382,31,1.07,0.00
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601,0,2601,0.81,1232,32,0.68,0.00
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363,1029,5334,0.84,1542,16,1.29,0.16
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029,1576,6453,0.83,1094,32,0.52,0.20
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410,1769,641,0.76,1217,30,1.14,0.73
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401,0,3401,0.90,744,18,1.00,0.00
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260,1007,1253,0.84,1614,33,0.74,0.45
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682,2481,15201,1.30,1747,31,1.21,0.14
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206,1100,3106,0.59,1144,22,1.00,0.26
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516,1440,33076,1.12,1575,34,2.40,0.04
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018,2168,20850,0.86,1463,24,1.67,0.09
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556,1711,3845,1.43,1706,21,1.63,0.31
718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094,0,6094,1.13,909,14,0.27,0.00
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939,1999,940,2.15,2434,33,1.54,0.68
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362,1274,4088,1.02,1876,41,0.78,0.24
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126,0,27126,0.95,1000,25,0.79,0.00
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342,2517,825,0.77,1139,30,0.77,0.75
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532,2221,311,0.49,799,21,0.24,0.88
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900,1376,524,0.89,1881,45,0.61,0.72
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546,1703,12843,0.96,1273,27,0.59,0.12
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521,1608,913,0.59,1328,33,0.57,0.64
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427,1682,14745,0.63,1579,36,1.12,0.10
771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068,1718,11350,0.61,937,28,0.56,0.13
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218,1814,21404,1.18,1749,37,2.08,0.08
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281,837,2444,1.86,1424,29,1.42,0.26
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096,2217,879,0.80,2011,41,0.78,0.72
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,2052,1250,802,0.73,1208,31,0.63,0.61
789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.89,1259,24,1.00,0.41
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,9432,1418,8014,0.61,1319,26,0.37,0.15
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938,2303,12635,0.80,949,27,2.00,0.15
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221,1343,878,0.87,1338,30,1.31,0.61
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731,1577,4154,0.66,1554,26,0.44,0.28
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516,2061,32455,0.72,1350,32,0.46,0.06
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985,1130,5855,0.96,1694,44,0.76,0.16
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,24221,1707,22514,0.82,1678,40,0.54,0.07
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439,0,15439,0.74,2069,43,0.54,0.00
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,21637,2030,19607,0.78,1222,23,0.44,0.09
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543,0,14543,0.79,1536,37,0.42,0.00
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,9684,2475,7209,0.70,1400,31,2.10,0.26
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007,930,4077,0.89,1050,28,1.15,0.19
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616,1047,569,0.98,1389,33,1.20,0.65
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116,0,19116,0.66,1184,29,0.61,0.00
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759,2223,536,1.32,2093,42,1.00,0.81
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249,1381,6868,0.80,678,11,0.83,0.17
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041,2154,11887,1.08,1467,29,1.42,0.15
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,5264,2169,3095,0.37,1219,27,0.50,0.41
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420,1912,508,1.26,1730,36,0.57,0.79
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826,2070,756,0.54,1025,28,0.65,0.73
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518,1539,10979,0.65,1165,33,0.83,0.12
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,5876,1297,4579,1.01,2133,55,0.72,0.22
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,34516,0,34516,0.45,1122,13,0.18,0.00
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648,1926,7722,0.55,1083,22,1.75,0.20
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516,2177,32339,1.32,1234,23,1.88,0.06
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025,2376,649,1.25,1277,23,1.88,0.79
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265,2517,748,0.95,1843,35,0.94,0.77
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041,1355,4686,0.69,1747,49,0.58,0.22
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293,1823,470,0.62,1166,22,1.44,0.80
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399,2505,10894,0.63,1326,31,0.82,0.19
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317,2517,1800,0.94,1619,36,1.00,0.58
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378,1069,2309,0.58,1285,16,0.33,0.32
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012,2242,2770,0.82,1142,28,1.00,0.45
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569,1605,964,0.57,1190,46,0.64,0.63
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471,1785,1686,1.05,1052,24,0.71,0.51
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516,1699,32817,0.77,1628,38,0.73,0.05
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312,1844,1468,0.99,1740,32,0.88,0.56
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578,2462,116,1.71,1378,29,0.81,0.96
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902,2517,385,0.82,996,26,0.44,0.87
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742,2321,421,1.32,1389,32,0.60,0.85
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077,1571,506,1.03,1365,38,1.00,0.76
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265,1942,4323,1.03,1715,43,0.87,0.31
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819,1560,6259,0.83,1582,25,0.79,0.20
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731,1692,1039,0.62,1220,22,0.69,0.62
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.82,715,13,0.18,0.37
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286,1710,14576,1.22,2552,49,1.23,0.11
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,2,3,34516,0,34516,0.51,1106,31,0.94,0.00
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,1,0,2609,2439,170,1.27,1731,34,1.83,0.94
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567,1173,6394,0.54,1435,32,0.60,0.16
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3,3,22770,2517,20253,0.99,1882,38,0.65,0.11
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791,1648,2143,1.23,2058,34,0.79,0.44
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702,2517,185,1.02,1658,32,1.46,0.93
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555,2117,438,1.05,1334,32,0.60,0.83
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355,1090,1265,0.75,1441,29,0.81,0.46
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332,0,5332,0.94,1371,39,1.17,0.00
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443,1375,68,0.68,1991,38,0.58,0.95
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741,755,9986,1.17,1278,22,1.44,0.07
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984,1503,6481,0.80,1734,39,1.17,0.19
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584,2517,16067,0.70,1330,34,1.13,0.14
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,5585,1465,4120,1.50,1787,31,0.72,0.26
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516,2165,32351,0.84,1672,32,0.52,0.06
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.07,1439,41,1.05,0.00
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478,2031,447,1.28,1558,31,0.94,0.82
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516,2274,32242,0.79,1795,47,0.68,0.07
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339,1440,899,0.43,893,22,0.38,0.62
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2726,0,2726,0.84,1099,27,0.59,0.00
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881,848,14033,0.76,1408,23,1.09,0.06
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1628,969,659,1.00,1893,15,2.75,0.60
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156,1644,1512,1.05,1151,31,1.39,0.52
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745,1270,3475,0.93,1519,31,0.94,0.27
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727,1785,17942,0.57,1245,25,0.79,0.09
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720,793,21927,0.69,1102,27,0.29,0.04
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129,1799,6330,0.57,1402,33,0.74,0.22
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751,1521,2230,0.97,1060,30,1.31,0.41
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,5,3,1594,1411,183,0.82,1459,35,1.19,0.89
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,2569,1403,1166,0.89,1456,39,0.44,0.55
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620,0.92,1439,48,1.00,0.09
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,3,3,3104,1766,1338,0.83,1353,24,1.18,0.57
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2406,1560,846,0.75,1173,32,0.39,0.65
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571,1955,22616,1.17,1746,28,1.00,0.08
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534,726,14808,0.56,1279,28,0.87,0.05
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301,2250,10051,0.48,1307,29,0.26,0.18
